id,text,persian,verse,surah,surahName,section,part,prostration,cut_off_letters,page
"1567","وَلَمَّا جَاءَ أَمْرُنَا نَجَّیْنَا شُعَیْبًا وَالَّذِینَ آمَنُوا مَعَهُ بِرَحْمَةٍ مِّنَّا وَأَخَذَتِ الَّذِینَ ظَلَمُوا الصَّیْحَةُ فَأَصْبَحُوا فِی دِیَارِهِمْ جَاثِمِین","و چون‌ فرمان‌ ‌ما آمد، شعیب‌ و کسانی‌ ‌را‌ ‌که‌ ‌با‌ ‌او‌ ایمان‌ آورده‌ بودند ‌به‌ رحمت‌ خویش‌ نجات‌ دادیم‌ و کسانی‌ ‌را‌ ‌که‌ ستم‌ کرده‌ بودند صیحه‌ بگرفت‌ و ‌در‌ خانه‌هایشان‌ ‌به‌ رو افتادند [و هلاک‌ شدند","94","11","هود","47","12","","","232"
"1568","کَأَن لَّمْ یَغْنَوْا فِیهَا أَلَا بُعْدًا لِّمَدْیَنَ کَمَا بَعِدَتْ ثَمُود","گویی‌ هرگز ‌در‌ ‌آن‌ [خانه‌ها] نبوده‌اند هان‌ ‌که‌ طرد و هلاک‌ باد [مردم‌] مدین‌ ‌را‌، همان‌ گونه‌ ‌که‌ ثمود هلاک‌ شدند","95","11","هود","47","12","","","232"
"1569","وَلَقَدْ أَرْسَلْنَا مُوسَى بِآیَاتِنَا وَسُلْطَانٍ مُّبِین","و ‌به‌ راستی‌ موسی‌ ‌را‌ ‌با‌ آیات‌ ‌خود‌ و حجتی‌ روشن‌ فرستادیم","96","11","هود","47","12","","","232"
"1570","إِلَى فِرْعَوْنَ وَمَلَئِهِ فَاتَّبَعُوا أَمْرَ فِرْعَوْنَ وَمَا أَمْرُ فِرْعَوْنَ بِرَشِید","به‌ سوی‌ فرعون‌ و سران‌ قوم‌ وی‌، ولی‌ ‌آنها‌ ‌از‌ فرمان‌ فرعون‌ پیروی‌ کردند و فرمان‌ فرعون‌ هدایتگر نبود","97","11","هود","47","12","","","232"
"1571","یَقْدُمُ قَوْمَهُ یَوْمَ الْقِیَامَةِ فَأَوْرَدَهُمُ النَّارَ وَبِئْسَ الْوِرْدُ الْمَوْرُود","روز قیامت‌ پیشاپیش‌ قومش‌ می‌رود و ‌آنها‌ ‌را‌ ‌به‌ آتش‌ وارد می‌کند، و بد جای‌ ورودی‌ ‌است","98","11","هود","47","12","","","233"
"1572","وَأُتْبِعُوا فِی هَذِهِ لَعْنَةً وَیَوْمَ الْقِیَامَةِ بِئْسَ الرِّفْدُ الْمَرْفُود","و ‌در‌ ‌این‌ دنیا و روز قیامت‌ ‌به‌ لعنت‌ بدرقه‌ شدند، و بد عطایی‌ نصیبشان‌ شد","99","11","هود","47","12","","","233"
"1573","ذَلِکَ مِنْ أَنبَاءِ الْقُرَى نَقُصُّهُ عَلَیْکَ مِنْهَا قَائِمٌ وَحَصِید","این‌ ‌از‌ خبرهای‌ ‌آن‌ شهرهاست‌ ‌که‌ ‌آن‌ ‌را‌ ‌بر‌ تو حکایت‌ می‌کنیم‌ برخی‌ ‌از‌ ‌آنها‌ برپا هستند و برخی‌ ویران‌ شده‌اند","100","11","هود","47","12","","","233"
"1574","وَمَا ظَلَمْنَاهُمْ وَلَکِن ظَلَمُوا أَنفُسَهُمْ فَمَا أَغْنَتْ عَنْهُمْ آلِهَتُهُمُ الَّتِی یَدْعُونَ مِن دُونِ اللَّهِ مِن شَیْءٍ لَّمَّا جَاءَ أَمْرُ رَبِّکَ وَمَا زَادُوهُمْ غَیْرَ تَتْبِیب","و ‌ما ‌به‌ ‌آنها‌ ستم‌ نکردیم‌، بلکه‌ ‌آنها‌ [بودند ‌که‌] ‌به‌ خودشان‌ ستم‌ کردند ‌پس‌ چون‌ فرمان‌ پروردگارت‌ آمد، خدایانی‌ ‌که‌ ‌به‌ جای‌ ‌خدا‌ می‌خواندند هیچ‌ مشکلی‌ ‌را‌ ‌از‌ ‌آنها‌ دور نکردند و جز ‌بر‌ هلاکشان‌ نیفزودند","101","11","هود","47","12","","","233"
"1575","وَکَذَلِکَ أَخْذُ رَبِّکَ إِذَا أَخَذَ الْقُرَى وَهِیَ ظَالِمَةٌ إِنَّ أَخْذَهُ أَلِیمٌ شَدِید","و ‌این‌ گونه‌ ‌است‌ گرفتار کردن‌ پروردگارت‌ آن‌گاه‌ ‌که‌ مردم‌ شهرها ‌را‌ ‌به‌ سزای‌ ظلمشان‌ گرفتار می‌کند بی‌تردید مجازات‌ خداوند دردناک‌ و سخت‌ ‌است","102","11","هود","47","12","","","233"
"1576","إِنَّ فِی ذَلِکَ لَآیَةً لِّمَنْ خَافَ عَذَابَ الْآخِرَةِ ذَلِکَ یَوْمٌ مَّجْمُوعٌ لَّهُ النَّاسُ وَذَلِکَ یَوْمٌ مَّشْهُود","قطعا ‌در‌ ‌این‌ [یادآوری‌ها] ‌برای‌ کسی‌ ‌که‌ ‌از‌ عذاب‌ آخرت‌ می‌ترسد عبرتی‌ ‌است‌ ‌آن‌ [روز] روزی‌ ‌است‌ ‌که‌ مردم‌ ‌برای‌ ‌آن‌ گرد آورده‌ شوند و ‌آن‌ [روز] روز حضور و شهود ‌است","103","11","هود","47","12","","","233"
"1577","وَمَا نُؤَخِّرُهُ إِلَّا لِأَجَلٍ مَّعْدُود","و ‌ما ‌آن‌ ‌را‌ جز ‌تا‌ زمانی‌ محدود ‌به‌ تأخیر نمی‌اندازیم","104","11","هود","47","12","","","233"
"1578","یَوْمَ یَأْتِ لَا تَکَلَّمُ نَفْسٌ إِلَّا بِإِذْنِهِ فَمِنْهُمْ شَقِیٌّ وَسَعِید","روزی‌ فرا رسد ‌که‌ هیچ‌ کس‌ جز ‌به‌ اذن‌ ‌او‌ سخن‌ نگوید، ‌پس‌ بعضی‌ ‌از‌ مردم‌ تیره‌بخت‌ و برخی‌ نیکبخت‌اند","105","11","هود","47","12","","","233"
"1579","فَأَمَّا الَّذِینَ شَقُوا فَفِی النَّارِ لَهُمْ فِیهَا زَفِیرٌ وَشَهِیق","اما کسانی‌ ‌که‌ تیره‌بخت‌ شدند، برایشان‌ ‌در‌ آتش‌ ضجّه‌ و ناله‌ ‌است","106","11","هود","47","12","","","233"
"1580","خَالِدِینَ فِیهَا مَا دَامَتِ السَّمَاوَاتُ وَالْأَرْضُ إِلَّا مَا شَاءَ رَبُّکَ إِنَّ رَبَّکَ فَعَّالٌ لِّمَا یُرِید","تا‌ آسمان‌ها و زمین‌ برپاست‌ ‌در‌ ‌آن‌ ماندگار خواهند ‌بود‌، مگر ‌آن‌ ‌که‌ پروردگار تو بخواهد، ‌که‌ بی‌تردید خدای‌ تو ‌هر‌ چه‌ ‌را‌ خواهد کننده‌ ‌است","107","11","هود","47","12","","","233"
"1581","وَأَمَّا الَّذِینَ سُعِدُوا فَفِی الْجَنَّةِ خَالِدِینَ فِیهَا مَا دَامَتِ السَّمَاوَاتُ وَالْأَرْضُ إِلَّا مَا شَاءَ رَبُّکَ عَطَاءً غَیْرَ مَجْذُوذ","و اما کسانی‌ ‌که‌ نیکبخت‌ شدند، ‌تا‌ آسمان‌ها و زمین‌ برپاست‌ جاودانه‌ ‌در‌ بهشت‌ خواهند ‌بود‌، مگر ‌آن‌ ‌که‌ پروردگارت‌ بخواهد، ‌که‌ ‌این‌ عطایی‌ قطع‌ ناشدنی‌ ‌است","108","11","هود","47","12","","","233"
"1582","فَلَا تَکُ فِی مِرْیَةٍ مِّمَّا یَعْبُدُ هَؤُلَاءِ مَا یَعْبُدُونَ إِلَّا کَمَا یَعْبُدُ آبَاؤُهُم مِّن قَبْلُ وَإِنَّا لَمُوَفُّوهُمْ نَصِیبَهُمْ غَیْرَ مَنقُوص","پس‌ ‌در‌ مورد آنچه‌ ‌ایشان‌ می‌پرستند ‌در‌ تردید مباش‌ ‌آنها‌ جز مانند آنچه‌ ‌را‌ ‌که‌ پدرانشان‌ قبلا می‌پرستیدند نمی‌پرستند و ‌ما قطعا بهره‌ی‌ ‌آنها‌ ‌را‌ کامل‌ و بی‌کم‌ و کاست‌ خواهیم‌ داد","109","11","هود","47","12","","","234"
"1583","وَلَقَدْ آتَیْنَا مُوسَى الْکِتَابَ فَاخْتُلِفَ فِیهِ وَلَوْلَا کَلِمَةٌ سَبَقَتْ مِن رَّبِّکَ لَقُضِیَ بَیْنَهُمْ وَإِنَّهُمْ لَفِی شَکٍّ مِّنْهُ مُرِیب","و همانا ‌ما ‌به‌ موسی‌ کتاب‌ [آسمانی‌] دادیم‌، ‌پس‌ ‌در‌ مورد ‌آن‌ اختلاف‌ شد، و ‌اگر‌ پیش‌تر وعده‌ی‌ [مهلت‌] ‌از‌ جانب‌ ‌خدا‌ صادر نشده‌ ‌بود‌، حتما میانشان‌ داوری‌ می‌شد، و همانا ‌ایشان‌ ‌در‌ باره‌ی‌ ‌آن‌ سخت‌ ‌در‌ شک‌ّ و تردیدند","110","11","هود","47","12","","","234"
"1584","وَإِنَّ کُلًّا لَّمَّا لَیُوَفِّیَنَّهُمْ رَبُّکَ أَعْمَالَهُمْ إِنَّهُ بِمَا یَعْمَلُونَ خَبِیر","و قطعا پروردگارت‌ [حاصل‌] اعمال‌ همه‌ ‌را‌ تماما ‌به‌ ‌آنها‌ خواهد داد، [و] ‌او‌ ‌به‌ آنچه‌ می‌کنند آگاه‌ ‌است","111","11","هود","47","12","","","234"
"1585","فَاسْتَقِمْ کَمَا أُمِرْتَ وَمَن تَابَ مَعَکَ وَلَا تَطْغَوْا إِنَّهُ بِمَا تَعْمَلُونَ بَصِیر","پس‌ همان‌ گونه‌ ‌که‌ فرمان‌ یافته‌ای‌ پایداری‌ کن‌ و نیز ‌هر‌ ‌که‌ ‌با‌ تو رو ‌به‌ سوی‌ ‌خدا‌ آورده‌ ‌است‌ و سرکشی‌ نکنید ‌که‌ ‌او‌ ‌به‌ آنچه‌ می‌کنید بیناست","112","11","هود","47","12","","","234"
"1586","وَلَا تَرْکَنُوا إِلَى الَّذِینَ ظَلَمُوا فَتَمَسَّکُمُ النَّارُ وَمَا لَکُم مِّن دُونِ اللَّهِ مِنْ أَوْلِیَاءَ ثُمَّ لَا تُنصَرُون","و ‌به‌ کسانی‌ ‌که‌ ستم‌ کرده‌اند تمایل‌ نشان‌ ندهید ‌که‌ آتش‌ [دوزخ‌] ‌شما‌ ‌را‌ می‌گیرد ‌در‌ حالی‌ ‌که‌ ‌غیر‌ ‌از‌ ‌خدا‌ ‌شما‌ ‌را‌ مولا و سرپرستی‌ نیست‌ و آن‌گاه‌ یاری‌ نخواهید شد","113","11","هود","47","12","","","234"
"1587","وَأَقِمِ الصَّلَاةَ طَرَفَیِ النَّهَارِ وَزُلَفًا مِّنَ اللَّیْلِ إِنَّ الْحَسَنَاتِ یُذْهِبْنَ السَّیِّئَاتِ ذَلِکَ ذِکْرَى لِلذَّاکِرِین","و ‌در‌ دو طرف‌ روز و اوایل‌ شب‌ نماز ‌را‌ برپا دار، ‌که‌ نیکی‌ها بدی‌ها ‌را‌ ‌از‌ ‌بین‌ می‌برد ‌این‌ تذکری‌ ‌برای‌ پند گیرندگان‌ ‌است","114","11","هود","47","12","","","234"
"1588","وَاصْبِرْ فَإِنَّ اللَّهَ لَا یُضِیعُ أَجْرَ الْمُحْسِنِین","و صبر کن‌ ‌که‌ ‌خدا‌ پاداش‌ نیکوکاران‌ ‌را‌ ضایع‌ نمی‌کند","115","11","هود","47","12","","","234"
"1589","فَلَوْلَا کَانَ مِنَ الْقُرُونِ مِن قَبْلِکُمْ أُولُو بَقِیَّةٍ یَنْهَوْنَ عَنِ الْفَسَادِ فِی الْأَرْضِ إِلَّا قَلِیلًا مِّمَّنْ أَنجَیْنَا مِنْهُمْ وَاتَّبَعَ الَّذِینَ ظَلَمُوا مَا أُتْرِفُوا فِیهِ وَکَانُوا مُجْرِمِین","از‌ چه‌ رو ‌در‌ میان‌ نسل‌های‌ پیش‌ ‌از‌ ‌شما‌ خردمندانی‌ نبودند ‌که‌ [مردم‌ ‌را‌] ‌از‌ فساد ‌در‌ زمین‌ نهی‌ کنند [‌تا‌ گرفتار عذاب‌ نشوند]! جز اندکی‌ ‌از‌ کسانی‌ ‌از‌ ‌آنها‌ ‌که‌ نجاتشان‌ دادیم‌ (پیامبران‌ و پیروانشان‌) و کسانی‌ ‌که‌ ستم‌ کردند، [طبعا] ‌به‌ دنبال‌ رفاه‌ و خوشگذرانی‌ رفتند و اهل‌ گناه‌ بودند","116","11","هود","47","12","","","234"
"1590","وَمَا کَانَ رَبُّکَ لِیُهْلِکَ الْقُرَى بِظُلْمٍ وَأَهْلُهَا مُصْلِحُون","و ‌از‌ سنت‌ خدای‌ تو نبوده‌ ‌است‌ ‌که‌ شهرها ‌را‌ ‌در‌ حالی‌ ‌که‌ مردمش‌ اصلاحگرند ‌به‌ ستم‌ هلاک‌ کند","117","11","هود","47","12","","","234"
"1591","وَلَوْ شَاءَ رَبُّکَ لَجَعَلَ النَّاسَ أُمَّةً وَاحِدَةً وَلَا یَزَالُونَ مُخْتَلِفِین","و ‌اگر‌ پروردگار تو می‌خواست‌، همه مردم‌ ‌را‌ [‌به‌ اجبار] یک‌ امّت‌ [و ‌بر‌ یک‌ دین‌] قرار می‌داد، و حال‌ ‌آن‌ ‌که‌ ‌آنها‌ همواره‌ ‌در‌ اختلافند","118","11","هود","47","12","","","235"
"1592","إِلَّا مَن رَّحِمَ رَبُّکَ وَلِذَلِکَ خَلَقَهُمْ وَتَمَّتْ کَلِمَةُ رَبِّکَ لَأَمْلَأَنَّ جَهَنَّمَ مِنَ الْجِنَّةِ وَالنَّاسِ أَجْمَعِین","مگر کسی‌ ‌که‌ پروردگارت‌ ‌به‌ ‌او‌ مرحمتی‌ کند، و ‌برای‌ همین‌ آنان‌ ‌را‌ خلق‌ کرده‌ ‌است‌، و سخن‌ پروردگارت‌ ‌بر‌ ‌این‌ رفته‌ ‌است‌ ‌که‌ حتما جهنم‌ ‌را‌ ‌از‌ جن‌ّ و انس‌ [نافرمان‌] یکسره‌ پر خواهم‌ کرد","119","11","هود","47","12","","","235"
"1593","وَکُلًّا نَّقُصُّ عَلَیْکَ مِنْ أَنبَاءِ الرُّسُلِ مَا نُثَبِّتُ بِهِ فُؤَادَکَ وَجَاءَکَ فِی هَذِهِ الْحَقُّ وَمَوْعِظَةٌ وَذِکْرَى لِلْمُؤْمِنِین","و ‌هر‌ کدام‌ ‌از‌ سرگذشت‌های‌ پیامبران‌ ‌را‌ ‌که‌ ‌بر‌ تو حکایت‌ می‌کنیم‌، چیزی‌ ‌است‌ ‌که‌ دلت‌ ‌را‌ بدان‌ استوار می‌گردانیم‌، و ‌در‌ ‌این‌ [سرگذشت‌ها] حق‌ ‌برای‌ تو آمده‌ و مؤمنان‌ ‌را‌ اندرز و تذکری‌ ‌است","120","11","هود","47","12","","","235"
"1594","وَقُل لِّلَّذِینَ لَا یُؤْمِنُونَ اعْمَلُوا عَلَى مَکَانَتِکُمْ إِنَّا عَامِلُون","و ‌به‌ کسانی‌ ‌که‌ ایمان‌ نمی‌آورند بگو: ‌با‌ ‌هر‌ امکانی‌ ‌که‌ دارید عمل‌ کنید ‌که‌ ‌ما ‌هم‌ عمل‌ خواهیم‌ کرد","121","11","هود","47","12","","","235"
"1595","وَانتَظِرُوا إِنَّا مُنتَظِرُون","و منتظر باشید ‌که‌ ‌ما نیز منتظریم","122","11","هود","47","12","","","235"
"1596","وَلِلَّهِ غَیْبُ السَّمَاوَاتِ وَالْأَرْضِ وَإِلَیْهِ یُرْجَعُ الْأَمْرُ کُلُّهُ فَاعْبُدْهُ وَتَوَکَّلْ عَلَیْهِ وَمَا رَبُّکَ بِغَافِلٍ عَمَّا تَعْمَلُون","و نهان‌ آسمان‌ها و زمین‌ ‌از‌ ‌آن‌ خداست‌، و تمام‌ کارها [سر انجام‌] ‌به‌ ‌او‌ بازگردانده‌ می‌شود ‌پس‌ ‌او‌ ‌را‌ پرستش‌ کن‌ و ‌بر‌ ‌او‌ توکّل‌ نمای‌، و پروردگار تو ‌از‌ آنچه‌ می‌کنید غافل‌ نیست","123","11","هود","47","12","","","235"
"1597","الر تِلْکَ آیَاتُ الْکِتَابِ الْمُبِین","الف‌، لام‌، ‌را‌ اینها آیات‌ کتاب‌ روشنگر ‌است","1","12","يوسف","47","12","","true","235"
"1598","إِنَّا أَنزَلْنَاهُ قُرْآنًا عَرَبِیًّا لَّعَلَّکُمْ تَعْقِلُون","ما ‌آن‌ ‌را‌ قرآنی‌ عربی‌ نازل‌ کردیم‌، ‌باشد‌ ‌که‌ ‌شما‌ بیندیشید","2","12","يوسف","47","12","","","235"
"1599","نَحْنُ نَقُصُّ عَلَیْکَ أَحْسَنَ الْقَصَصِ بِمَا أَوْحَیْنَا إِلَیْکَ هَذَا الْقُرْآنَ وَإِن کُنتَ مِن قَبْلِهِ لَمِنَ الْغَافِلِین","ما بهترین‌ سرگذشت‌ ‌را‌ ‌به‌ موجب‌ ‌این‌ قرآن‌ ‌که‌ ‌به‌ تو وحی‌ کردیم‌ ‌بر‌ تو حکایت‌ می‌کنیم‌، و تو بی‌تردید پیش‌ ‌از‌ ‌آن‌ ‌از‌ بی‌خبران‌ بودی","3","12","يوسف","47","12","","","235"
"1600","إِذْ قَالَ یُوسُفُ لِأَبِیهِ یَا أَبَتِ إِنِّی رَأَیْتُ أَحَدَ عَشَرَ کَوْکَبًا وَالشَّمْسَ وَالْقَمَرَ رَأَیْتُهُمْ لِی سَاجِدِین","یاد کن‌] زمانی‌ ‌را‌ ‌که‌ یوسف‌ ‌به‌ پدرش‌ ‌گفت‌: ای‌ پدر! همانا ‌من‌ ‌در‌ خواب‌ یازده‌ ستاره‌ ‌را‌ ‌با‌ خورشید و ماه‌ دیدم‌، ‌آنها‌ ‌را‌ دیدم‌ ‌که‌ ‌برای‌ ‌من‌ سجده‌ می‌کنند انّی‌ رأیت‌: ای‌ پدر ‌من‌! همانا ‌من‌ دیدم‌ رأیت‌ (رأی‌): دیدم‌ احد عشر کوکبا: یازده‌ ستاره‌ ساجدین‌ جمع‌ ساجد: سجده‌ کنان‌ رأیتهم‌ لی‌ ساجدین‌: ‌آنها‌ ‌را‌ سجده‌ کنان‌ ‌بر‌ خویش‌ دیدم","4","12","يوسف","47","12","","","235"
"1601","قَالَ یَا بُنَیَّ لَا تَقْصُصْ رُؤْیَاکَ عَلَى إِخْوَتِکَ فَیَکِیدُوا لَکَ کَیْدًا إِنَّ الشَّیْطَانَ لِلْإِنسَانِ عَدُوٌّ مُّبِین","یعقوب‌] ‌گفت‌: ای‌ پسرک‌ ‌من‌! خوابت‌ ‌را‌ ‌برای‌ برادرانت‌ حکایت‌ مکن‌ ‌که‌ ‌برای‌ تو حیله‌ای‌ می‌اندیشند همانا شیطان‌ ‌برای‌ انسان‌ دشمنی‌ آشکار ‌است","5","12","يوسف","47","12","","","236"
"1602","وَکَذَلِکَ یَجْتَبِیکَ رَبُّکَ وَیُعَلِّمُکَ مِن تَأْوِیلِ الْأَحَادِیثِ وَیُتِمُّ نِعْمَتَهُ عَلَیْکَ وَعَلَى آلِ یَعْقُوبَ کَمَا أَتَمَّهَا عَلَى أَبَوَیْکَ مِن قَبْلُ إِبْرَاهِیمَ وَإِسْحَاقَ إِنَّ رَبَّکَ عَلِیمٌ حَکِیم","و ‌این‌ گونه‌، پروردگارت‌ تو ‌را‌ ‌بر‌ می‌گزیند و ‌از‌ تعبیر خواب‌ها ‌به‌ تو می‌آموزد و نعمتش‌ ‌را‌ ‌بر‌ تو و ‌بر‌ خاندان‌ یعقوب‌ تمام‌ می‌کند، همان‌ گونه‌ ‌که‌ قبلا ‌بر‌ پدران‌ تو ابراهیم‌ و اسحاق‌ تمام‌ کرد همانا پروردگار تو دانای‌ حکیم‌ ‌است","6","12","يوسف","47","12","","","236"
"1603","لَّقَدْ کَانَ فِی یُوسُفَ وَإِخْوَتِهِ آیَاتٌ لِّلسَّائِلِین","به‌ راستی‌ ‌در‌ ماجرای‌ یوسف‌ و برادرانش‌ ‌برای‌ سؤال‌ کنندگان‌ عبرت‌هاست","7","12","يوسف","48","12","","","236"
"1604","إِذْ قَالُوا لَیُوسُفُ وَأَخُوهُ أَحَبُّ إِلَى أَبِینَا مِنَّا وَنَحْنُ عُصْبَةٌ إِنَّ أَبَانَا لَفِی ضَلَالٍ مُّبِین","آن‌گاه‌ ‌که‌ گفتند: یوسف‌ و برادرش‌ نزد پدرمان‌ ‌با‌ ‌آن‌ ‌که‌ ‌ما جمعی‌ نیرومند هستیم‌ محبوب‌ترند قطعا پدر ‌ما ‌در‌ گمراهی‌ آشکاری‌ ‌است","8","12","يوسف","48","12","","","236"
"1605","اقْتُلُوا یُوسُفَ أَوِ اطْرَحُوهُ أَرْضًا یَخْلُ لَکُمْ وَجْهُ أَبِیکُمْ وَتَکُونُوا مِن بَعْدِهِ قَوْمًا صَالِحِین","یوسف‌ ‌را‌ بکشید ‌ یا ‌ ‌او‌ ‌را‌ ‌به‌ سرزمینی‌ [دور] بیندازید ‌تا‌ توجه‌ پدرتان‌ معطوف‌ ‌شما‌ گردد و ‌پس‌ ‌از‌ ‌او‌ مردمی‌ صالح‌ باشید","9","12","يوسف","48","12","","","236"
"1606","قَالَ قَائِلٌ مِّنْهُمْ لَا تَقْتُلُوا یُوسُفَ وَأَلْقُوهُ فِی غَیَابَتِ الْجُبِّ یَلْتَقِطْهُ بَعْضُ السَّیَّارَةِ إِن کُنتُمْ فَاعِلِین","یکی‌ ‌از‌ ‌آنها‌ ‌گفت‌: یوسف‌ ‌را‌ مکشید ‌اگر‌ کاری‌ می‌کنید، ‌او‌ ‌را‌ ‌در‌ نهانخانه چاه‌ بیفکنید ‌تا‌ یکی‌ ‌از‌ کاروان‌ها ‌او‌ ‌را‌ برگیرد","10","12","يوسف","48","12","","","236"
"1607","قَالُوا یَا أَبَانَا مَا لَکَ لَا تَأْمَنَّا عَلَى یُوسُفَ وَإِنَّا لَهُ لَنَاصِحُون","گفتند: ای‌ پدر! تو ‌را‌ چه‌ ‌شده‌ ‌است‌ ‌که‌ ‌ما ‌را‌ ‌بر‌ یوسف‌ امین‌ نمی‌دانی‌ ‌در‌ حالی‌ ‌که‌ ‌ما قطعا خیرخواه‌ ‌او‌ هستیم","11","12","يوسف","48","12","","","236"
"1608","أَرْسِلْهُ مَعَنَا غَدًا یَرْتَعْ وَیَلْعَبْ وَإِنَّا لَهُ لَحَافِظُون","فردا ‌او‌ ‌را‌ ‌با‌ ‌ما بفرست‌ ‌تا‌ ‌در‌ چمن‌ گردش‌ و بازی‌ کند و ‌ما ‌به‌ خوبی‌ نگهبان‌ ‌او‌ خواهیم‌ ‌بود","12","12","يوسف","48","12","","","236"
"1609","قَالَ إِنِّی لَیَحْزُنُنِی أَن تَذْهَبُوا بِهِ وَأَخَافُ أَن یَأْکُلَهُ الذِّئْبُ وَأَنتُمْ عَنْهُ غَافِلُون","گفت‌: ‌این‌ ‌که‌ ‌او‌ ‌را‌ ببرید، سخت‌ مرا اندوهگین‌ می‌کند و می‌ترسم‌ ‌از‌ ‌او‌ غافل‌ شوید و گرگ‌ ‌او‌ ‌را‌ بخورد","13","12","يوسف","48","12","","","236"
"1610","قَالُوا لَئِنْ أَکَلَهُ الذِّئْبُ وَنَحْنُ عُصْبَةٌ إِنَّا إِذًا لَّخَاسِرُون","گفتند: ‌اگر‌ گرگ‌ ‌او‌ ‌را‌ بخورد ‌با‌ ‌این‌ ‌که‌ ‌ما گروهی‌ نیرومند هستیم‌، البته‌ ‌در‌ ‌این‌ صورت‌ ‌ما زیانکار خواهیم‌ ‌بود","14","12","يوسف","48","12","","","236"
"1611","فَلَمَّا ذَهَبُوا بِهِ وَأَجْمَعُوا أَن یَجْعَلُوهُ فِی غَیَابَتِ الْجُبِّ وَأَوْحَیْنَا إِلَیْهِ لَتُنَبِّئَنَّهُم بِأَمْرِهِمْ هَذَا وَهُمْ لَا یَشْعُرُون","پس‌ وقتی‌ ‌او‌ ‌را‌ بردند و همداستان‌ شدند ‌تا‌ ‌او‌ ‌را‌ ‌در‌ نهانخانه چاه‌ بگذارند [چنین‌ کردند]، و ‌به‌ ‌او‌ وحی‌ کردیم‌ ‌که‌ قطعا ‌آنها‌ ‌را‌ ‌از‌ ‌این‌ کارشان‌ ‌در‌ حالی‌ ‌که‌ نمی‌دانند خبرخواهی‌ داد","15","12","يوسف","48","12","","","237"
"1612","وَجَاءُوا أَبَاهُمْ عِشَاءً یَبْکُون","و وقت‌ غروب‌ گریان‌ نزد پدر ‌خود‌ آمدند","16","12","يوسف","48","12","","","237"
"1613","قَالُوا یَا أَبَانَا إِنَّا ذَهَبْنَا نَسْتَبِقُ وَتَرَکْنَا یُوسُفَ عِندَ مَتَاعِنَا فَأَکَلَهُ الذِّئْبُ وَمَا أَنتَ بِمُؤْمِنٍ لَّنَا وَلَوْ کُنَّا صَادِقِین","گفتند: ای‌ پدر! ‌ما رفتیم‌ مسابقه‌ دهیم‌ و یوسف‌ ‌را‌ پیش‌ اثاث‌ ‌خود‌ نهادیم‌، آن‌گاه‌ گرگ‌ ‌او‌ ‌را‌ خورد، ولی‌ تو سخن‌ ‌ما ‌را‌ ‌هر‌ چند راستگو باشیم‌ باور نخواهی‌ کرد","17","12","يوسف","48","12","","","237"
"1614","وَجَاءُوا عَلَى قَمِیصِهِ بِدَمٍ کَذِبٍ قَالَ بَلْ سَوَّلَتْ لَکُمْ أَنفُسُکُمْ أَمْرًا فَصَبْرٌ جَمِیلٌ وَاللَّهُ الْمُسْتَعَانُ عَلَى مَا تَصِفُون","و ‌بر‌ پیراهن‌ وی‌ خونی‌ دروغین‌ آوردند، [یعقوب‌] ‌گفت‌: [نه‌]، بلکه‌ نفس‌ ‌شما‌ کاری‌ ‌را‌ ‌برای‌ ‌شما‌ آراسته‌ ‌است‌ ‌پس‌ اینک‌ صبری‌ نیکو [بهتر ‌است‌]، و ‌بر‌ آنچه‌ توصیف‌ می‌کنید ‌از‌ خداوند یاری‌ می‌خواهم","18","12","يوسف","48","12","","","237"
"1615","وَجَاءَتْ سَیَّارَةٌ فَأَرْسَلُوا وَارِدَهُمْ فَأَدْلَى دَلْوَهُ قَالَ یَا بُشْرَى هَذَا غُلَامٌ وَأَسَرُّوهُ بِضَاعَةً وَاللَّهُ عَلِیمٌ بِمَا یَعْمَلُون","و کاروانی‌ آمد و آب‌ آورشان‌ ‌را‌ فرستادند، ‌پس‌ ‌او‌ دلو ‌خود‌ ‌را‌ انداخت‌ ‌گفت‌: مژده‌ باد! ‌این‌ یک‌ پسر بچه‌ ‌است‌ و ‌او‌ ‌را‌ ‌به‌ عنوان‌ کالایی‌ پنهان‌ داشتند، و ‌خدا‌ ‌به‌ آنچه‌ می‌کردند آگاه‌ ‌بود","19","12","يوسف","48","12","","","237"
"1616","وَشَرَوْهُ بِثَمَنٍ بَخْسٍ دَرَاهِمَ مَعْدُودَةٍ وَکَانُوا فِیهِ مِنَ الزَّاهِدِین","و ‌او‌ ‌را‌ ‌به‌ بهای‌ ناچیزی‌، چند درهمی‌، فروختند و ‌در‌ [مورد] ‌آن‌ بی‌رغبت‌ بودند [چون‌ می‌دانستند صاحب‌ دارد","20","12","يوسف","48","12","","","237"
